"site_No.","date","avg_temp","low_temp","low_temp_hhmm","high_temp","high_temp_hhmm","precipitation","max_wind_speed","avg_wind_speed","degree_of_max_wind_speed","site","PM","Li_ion","Na_ion","NH4_ion","K_ion","Mg_ion","Ca_ion","F_ion","Cl_ion","NO2_ion","Br_ion","NO3_ion","PO4_ion","SO4_ion","Pb","Cd","Cr","Cu","Mn","Fe","Ni","As","Be","Al","Ca_M","Mg_M","OC","EC","TC","z.Li_ion","z.Na_ion","z.NH4_ion","z.K_ion","z.Mg_ion","z.Ca_ion","z.F_ion","z.Cl_ion","z.NO2_ion","z.Br_ion","z.NO3_ion","z.PO4_ion","z.SO4_ion","z.Pb","z.Cd","z.Cr","z.Cu","z.Mn","z.Fe","z.Ni","z.As","z.Be","z.Al","z.Ca_M","z.Mg_M","z.OC","z.EC","z.TC","z.avg_temp","z.low_temp","z.high_temp","z.max_wind_speed","z.avg_wind_speed"
"545",2015-09-07,20.2,12.9,"0606",27.9,"1453",0,5.5,0.5,147.4,"Ansan",32.6,0,0.361,0.133,0.099,0.061,0.746,0,0.504,0,0.075,1.34,0,0.914,0.00846,0.00015,0.00432,0.02322,0.03098,0.69143,0.00676,0.00062,0,0.384,0.90713,0.11724,4.94,1.23,6.17,-0.0487976082929061,-0.129220748938965,-1.34861770807742,-0.937951745873818,-0.518791531230488,0.241669291574966,-0.515358483983375,-0.432778689525258,-0.402849132635594,0.0976127912827795,-0.887397079751945,-0.161370771180278,-1.10867747223642,-0.928114650520425,-0.562150947173951,-0.388212157312868,-0.343890040268337,-0.230673415673349,-0.371143371308446,0.0763436881610257,-1.1790368033578,-0.123965215213338,-0.472237476579272,0.157435651586622,-0.516403106732098,-0.542817133406353,-0.157284890499741,-0.53974339768389,0.6770045030218,0.441314311348578,0.830675261587207,-0.758297671346271,-1.36577266524967
"545",2015-09-08,19.5,11.5,"0626",28.2,"1412",0,5.5,0.4,86.4,"Ansan",24.4,0,0.241,0.179,0.085,0.037,0.538,0,0.418,0,0.076,0.876,0,0.929,0.01119,0.00024,0.00823,0.03163,0.02859,0.78213,0.00782,0.00052,0,0.45994,0.69969,0.11285,4.94,1.12,6.06,-0.0487976082929061,-0.524426066249388,-1.33067286241916,-0.994618026879155,-0.652270501648336,-0.162759070737833,-0.515358483983375,-0.483439790789592,-0.402849132635594,0.112700194473991,-0.973232152663976,-0.161370771180278,-1.10549108667557,-0.826751521865128,-0.525683463443635,0.300050014374706,-0.194988942431786,-0.310983170539092,-0.21688755663325,0.268551053457231,-1.20585443647794,-0.123965215213338,-0.353973866446886,-0.143008194317651,-0.529979313608198,-0.542817133406353,-0.233180984434173,-0.562858900774323,0.610236345427049,0.311757432987376,0.858141946977099,-0.758297671346271,-1.48755880827495
"545",2015-09-09,20.8,9.9,"0620",29.1,"1447",0,6.6,0.8,26.9,"Ansan",21.8,0,0.553,0.151,0.115,0.067,0.625,0,0.487,0,0.075,1.452,0,1.173,0.01528,0.00024,0.0068,0.02262,0.03819,0.79444,0.00648,0.00077,0,0.42333,0.64847,0.14842,4.13,1.11,5.24,-0.0487976082929061,0.503107758757711,-1.34159581195028,-0.873190281867719,-0.485421788626026,0.00640086926800126,-0.515358483983375,-0.442793093263557,-0.402849132635594,0.0976127912827795,-0.866678269049041,-0.161370771180278,-1.05365921488587,-0.674892475637963,-0.525683463443635,0.0483326472357724,-0.354513186368447,0.0115999452396271,-0.195951624123308,0.0255719312903299,-1.13881035367759,-0.123965215213338,-0.410987703251556,-0.217192217588076,-0.419978020081346,-0.730677391751424,-0.240080629337303,-0.73517446926664,0.73423435238873,0.163692429146003,0.940542003146775,-0.235809277874705,-1.00041423617382
"545",2015-09-10,20,12.3,"0630",26.1,"1348",0,7.4,0.8,281.9,"Ansan",44.5,0,1.175,0.254,0.243,0.205,1.862,0,0.966,0,0.085,3.611,0,3.452,0.04339,0.00118,0.01205,0.15291,0.07207,1.22129,0.00718,0.00328,0,0.79342,2.15465,0.38603,5.79,1.48,7.27,-0.0487976082929061,2.5515886534834,-1.3014149618894,-0.355098569818925,0.282082291276597,2.41158300475325,-0.515358483983375,-0.160622540872676,-0.402849132635594,0.248486823194892,-0.467286194874308,-0.161370771180278,-0.56954103534185,0.368813585351186,-0.144800855593666,0.972469834284306,1.95230298927057,1.15004952467536,0.530003111203124,0.152501323467069,-0.465687762362008,-0.123965215213338,0.165364409915351,1.96426994893766,0.314838042750124,-0.345679825266464,0.0152062320785137,-0.308588366779562,0.657927886566157,0.385789934908063,0.665875149247855,0.144182281013708,-1.00041423617382
"545",2015-09-11,19.9,16,"2114",25.4,"1022",6.5,6,0.7,288.3,"Ansan",83.8,0,0.729,0.7,0.741,0.329,5.882,0,2.717,0,0.108,9.142,0,8.144,0.08448,0.00291,0.01399,0.08561,0.2019,2.21721,0.0096,0.00552,0,1.37753,6.08892,0.61437,5.96,1.77,7.73,-0.0487976082929061,1.08274222414633,-1.12742798007242,1.66060199737091,0.971723638435477,10.2279388532987,-0.515358483983375,0.870861044172067,-0.402849132635594,0.595497096592751,0.555890072962859,-0.161370771180278,0.427160368089713,1.89445862434244,0.556185220555745,1.3139605281651,0.760740101708166,5.5126501415036,2.22378978100821,0.591314364992367,0.135027219529187,-0.123965215213338,1.07501620494338,7.66243428380945,1.02098635210974,-0.306252363638486,0.215295934269289,-0.211923535674115,0.648389578338335,0.72819025629124,0.60178621667144,-0.520802947041014,-1.1222003791991
"545",2015-10-05,14.8,6.9,"0629",23.7,"1317",0,6.3,0.6,267.7,"Ansan",45.5,0,0.306,0.1,0.248,1.045,0.156,0,0.369,0,0.069,1.553,0,2.245,0.0682,0.0015,0.0218,0.0764,0.0533,1.2057,0.0215,0.0024,0,0.7123,1.2109,1.2371,6.89,2.48,9.37,-0.0487976082929061,-0.310356519372909,-1.36149118431051,-0.334860612317018,4.95384625590127,-0.9055073130623,-0.515358483983375,-0.512304836858805,-0.402849132635594,0.007088372135512,-0.847994341540172,-0.161370771180278,-0.825938860137651,1.28999278752624,-0.0151386912192084,2.68872461023158,0.597674809071468,0.519332328512174,0.503488798625547,2.74911403199693,-0.701682933819263,-0.123965215213338,0.0390338324339288,0.59739818084974,2.94679758398988,-0.0905609559089606,0.705170722391532,0.13270760131052,0.161935858719435,-0.113929453056573,0.446141666128719,-0.378306112457859,-1.24398652222438
"545",2015-10-06,15.1,6.9,"0647",24.8,"1310",0,7,0.6,272.8,"Ansan",69.4,0,0.397,1.377,0.29,1.08,0.127,0,0.46,0,0.086,4.71,0,3.68,0.0614,0.0024,0.0372,0.1058,0.0574,1.2364,0.0177,0.0023,0,0.4415,0.8987,0.8806,11.55,2.16,13.71,-0.0487976082929061,-0.0106591537458384,-0.863326664623771,-0.164861769301008,5.14850308776063,-0.961893959730912,-0.515358483983375,-0.458698322730266,-0.402849132635594,0.263574226386103,-0.263982864852061,-0.161370771180278,-0.521107974817043,1.03751319966689,0.349536146083953,5.39952702557395,1.11820896797689,0.657102200876002,0.555701075478121,2.06006876018035,-0.728500566939406,-0.123965215213338,-0.382691024345769,0.145226137409158,1.84431062468927,0.990215345187373,0.484382085491366,1.04471926869669,0.1905507834029,-0.113929453056573,0.546852845891656,-0.0458134984304982,-1.24398652222438
"545",2015-10-07,16.7,9.1,"0547",25,"1331",0,4.4,0.4,273.4,"Ansan",89.4,0,0.53,5.598,0.448,1.605,0.166,0,3.054,0,0.126,15.342,0,6.207,0.0684,0.0022,0.0145,0.1434,0.0933,1.6112,0.0151,0.0035,0,0.7265,1.171,1.172,16.23,1.61,17.84,-0.0487976082929061,0.42736007293988,0.783307977191216,0.474657687759222,8.06835556565104,-0.886063641797262,-0.515358483983375,1.06938187121951,-0.402849132635594,0.867070354034554,1.70282423687362,-0.161370771180278,0.0156917793329064,1.2974186577574,0.268497293349917,1.40373385490696,1.78392612358382,1.86342864425684,1.19313304174343,1.58861673209532,-0.406688969497694,-0.123965215213338,0.0611479128115939,0.539609377091638,2.74547387837847,2.07563017118112,0.104901615819206,1.91260133927385,0.343163715048045,0.0896599272253157,0.565163969484918,-1.28078606481784,-1.48755880827495
"545",2015-10-08,17.7,10.8,"0511",24.1,"1304",0,7.6,1.1,271.8,"Ansan",84.5,0,0.587,3.979,0.43,1.955,0.189,0,3.578,0,0.139,7.355,0,7.234,0.0747,0.0066,0.0143,0.1527,0.0589,1.2926,0.0095,0.0054,0,0.8445,1.5883,1.6049,16.28,1.74,18.02,-0.0487976082929061,0.615082598662331,0.151727431088761,0.401801040752361,10.0149238842447,-0.841343197887674,-0.515358483983375,1.37806113938824,-0.402849132635594,1.0632065955203,0.225314048622773,-0.161370771180278,0.233852977398596,1.53133357003885,2.05135205349871,1.36852862873368,1.94858488813554,0.707505812716427,0.65128185590531,0.573181594681405,0.102846059785016,-0.123965215213338,0.244912806090783,1.14400205399028,4.08423013274378,2.08722648342464,0.194596999559898,1.95042670796728,0.438546797326261,0.246978993806775,0.482763913315242,0.239180170735811,-0.635055807097968
"545",2015-10-09,14.8,8.6,"2143",19.3,"1028",0,10.5,2.2,275.8,"Ansan",44,0,0.519,0.382,0.185,1.166,0.144,0,0.776,0,0.061,1.704,0,2.782,0.0343,0.0018,0.003,0.2067,0.0364,1.1349,0.0031,0.0033,0,1.0762,1.4956,1.5225,4.23,1.2,5.42,-0.0487976082929061,0.391132918853091,-1.25148147831861,-0.589858876841034,5.62680273175791,-0.928839718580347,-0.515358483983375,-0.272548229712483,-0.402849132635594,-0.113610853394178,-0.820060944967506,-0.161370771180278,-0.711866257059486,0.0313077833450896,0.106419587881845,-0.6205666500565,2.90466803714549,-0.0485483648899466,0.383077423994853,-0.587315705220211,-0.460324235737979,-0.123965215213338,0.605746075351699,1.00974084826657,3.8294056574384,-0.707484767264378,-0.177983825209131,-0.697349100573205,0.161935858719435,0.0433896135248864,0.0432969470769695,1.61664957170631,0.704591766180147
"545",2015-11-09,11.8,10.2,"0438",14,"1358",3,5.5,1.1,277.6,"Ansan",29.4,0,0.113,1.583,0.273,0.322,0.053,0,0.153,0,0.06,2.489,0,3.529,0.0179,0.0018,0.0056,0.052,0.0493,0.7024,0.0041,0.002,0,0.1517,0.2981,0.0588,5.64,1.22,6.86,-0.0487976082929061,-0.945978404713839,-0.782964964502025,-0.233670824807488,0.932792272063605,-1.1057771270922,-0.515358483983375,-0.63954667259248,-0.402849132635594,-0.12869825658539,-0.674844280665901,-0.161370771180278,-0.553184256129525,-0.577613575609803,0.106419587881845,-0.162898709803892,0.165666867666969,0.384922696937707,-0.35248641114321,-0.405988002110583,-0.808953466299834,-0.123965215213338,-0.834005143602625,-0.724647434949628,-0.697130562276356,-0.380468761997033,-0.164184535402871,-0.39474615102572,-0.124213388115212,0.19145461736626,-0.441947828144456,-0.758297671346271,-0.635055807097968
"545",2015-11-10,8.9,4.1,"2336",13.9,"1405",0,5.9,1.2,260.8,"Ansan",91.6,0,0.228,7.806,1.319,0.577,0.084,0,4.21,0,0.133,11.841,0,8.504,0.0561,0.0023,0.0111,0.0945,0.0586,1.0557,0.0077,0.0102,0,0.3231,0.53,0.1149,17.32,2.24,19.55,-0.0487976082929061,-0.567239975624684,1.6446605687874,4.00010988459125,2.35100633275324,-1.04550174617058,-0.515358483983375,1.75036132542381,-0.402849132635594,0.972682176373033,1.05517641302659,-0.161370771180278,0.503633621549936,0.840727638541228,0.309016719716935,0.805245009961238,0.918139716424805,0.697425090348342,0.248379954068993,0.246791729084075,1.39009244955186,-0.123965215213338,-0.567078849466582,-0.388777169498408,-0.523639627025965,2.32842977808991,0.539579244716408,2.27194234186149,-0.400824326722037,-0.373043209778977,-0.451103389941087,-0.568301891902065,-0.513269664072685
"545",2015-11-11,8.8,3.5,"0609",16.3,"1434",0,3.5,0.6,280.9,"Ansan",131.2,0,0.366,10.844,1.031,1.021,0.104,0,6.196,0,0.164,24.581,0,8.054,0.0543,0.002,0.0197,0.0964,0.1176,1.9083,0.0197,0.0062,0,0.6153,0.9279,0.1715,26.01,2.24,28.24,-0.0487976082929061,-0.112753860717698,2.82980059291295,2.83440353248146,4.82036728548342,-1.0066144036405,-0.515358483983375,2.92027931508621,-0.402849132635594,1.44039167530058,3.41194113048194,-0.161370771180278,0.408042054724658,0.773894806460813,0.187458440615881,2.31906973541217,0.951779679075156,2.67996715607172,1.69841862652844,2.4227241663996,0.317387124746157,-0.123965215213338,-0.112027139159981,0.187517693041653,-0.348602426755516,4.34386884601419,0.539579244716408,4.09806708600568,-0.410362634949859,-0.428567586219492,-0.231369906821951,-1.7082765685673,-1.24398652222438
"545",2015-11-12,12.4,4.7,"0359",19.4,"1447",0,6.5,1.4,120.5,"Ansan",60.2,0,0.363,1.614,0.184,0.475,0.092,0,0.663,0,0.057,4.233,0,2.179,0.0154,6e-04,0.0094,0.0386,0.0509,0.9111,0.0142,0.0014,0,0.4563,0.6206,0.139,15.13,1.9,17.03,-0.0487976082929061,-0.122633993650458,-0.770871698949724,-0.593906468341415,1.78372070847738,-1.02994680915855,-0.515358483983375,-0.339114560443526,-0.402849132635594,-0.173960466159023,-0.35222279972068,-0.161370771180278,-0.839958956605358,-0.670436953499269,-0.37981352852237,0.50600058748838,-0.0715833952355011,0.438686549567494,0.00245502791647528,1.42542179929665,-0.969859265020689,-0.123965215213338,-0.359642546205668,-0.257557479761968,-0.449109653059219,1.82051130182361,0.304991318009981,1.74238718015339,-0.0669835387482824,-0.317518833338462,0.0524525088736,-0.283308222735756,-0.269697378022119
"545",2015-11-13,11.8,10.6,"0129",13.7,"0606",18,7.5,1.7,87.8,"Ansan",41.8,0,0.372,2.988,0.137,0.307,0.063,0,2.065,0,0.065,6.927,0,1.323,0.007,4e-04,0.0294,0.0287,0.1072,0.4777,0.0301,7e-04,0,0.1437,0.2718,0.0663,7.07,0.93,7.99,-0.0487976082929061,-0.0929935948521765,-0.23486696124449,-0.784143268859332,0.84936791555245,-1.08633345582716,-0.515358483983375,0.486779206679678,-0.402849132635594,-0.0532612406293331,0.146138593436675,-0.161370771180278,-1.02179535927744,-0.982323503207872,-0.460852381256406,4.02652320481613,-0.246865305887326,2.33050211397811,-0.734639460288927,4.30853227873973,-1.15758269686169,-0.123965215213338,-0.846463780435112,-0.7627388018378,-0.673936586975501,-0.0488142318322781,-0.364274237593646,-0.157286892005819,-0.124213388115212,0.228470868326604,-0.469414513534348,0.19168122587476,0.0956610510537306
"545",2015-12-08,0.4,-4.4,"0708",8,"1348",0,4.5,0.8,295.6,"Ansan",142.8,0,0.62,8.318,0.6,0.101,1.221,0,6.902,0,0.166,18.19,0,5.652,0.0884,0.0036,0.0243,0.1959,0.1054,1.9815,0.0175,0.0141,0,0.9159,0.9217,0.227,32.44,1.68,34.12,-0.0487976082929061,0.723764060922697,1.84439450307057,1.08989159581716,-0.296326580534076,1.16524367666429,-0.515358483983375,3.33617161151201,-0.402849132635594,1.47056648168301,2.22967399474747,-0.161370771180278,-0.10220448641827,2.04000568087312,0.835769262488169,3.12878993739755,2.7134514073435,2.2700177797696,1.82291174267204,2.02380321955842,2.43598014123743,-0.123965215213338,0.356106139820733,0.17853797917448,-0.176967009529194,5.83515460053124,0.153199130141117,5.33369579665791,-1.21158052608687,-1.15963854268627,-0.991281535942296,-1.23328711995679,-1.00041423617382
"545",2015-12-09,3.4,-4.4,"0256",12.8,"1454",0,4.9,0.8,145.4,"Ansan",126.7,0,0.797,8.935,0.405,0.099,0.933,0,3.968,0,0.112,27.34,0,5.054,0.0448,0.0021,0.0148,0.0636,0.0653,1.4189,0.0119,0.0079,0,0.7027,0.9398,0.2019,33.23,1.67,34.9,-0.0487976082929061,1.30669190395557,2.08508949809541,0.300611253242831,-0.307449828068896,0.605265944231185,-0.515358483983375,1.60780334279627,-0.402849132635594,0.655846709357596,3.92232683342223,-0.161370771180278,-0.229235057443861,0.421165970480844,0.227977866982899,1.45654169416687,0.371047692269108,0.922561223235573,0.866083503021928,1.00836808214451,0.773286887788582,-0.123965215213338,0.0240834682349439,0.204752950302842,-0.254589513536053,6.0183763339789,0.146299485237987,5.4976057276628,-0.925431279252224,-1.15963854268627,-0.551814569704024,-1.04329134051258,-1.00041423617382
"545",2015-12-10,8.1,4.2,"0105",10.4,"1438",0.5,6.3,1.2,285.9,"Ansan",86.9,0,0.457,7.154,0.311,0.06,0.53,0,2.852,0,0.104,19.096,0,4.618,0.0338,0.0024,0.011,0.0406,0.0514,1.2397,0.0149,0.0049,0,0.2817,0.4704,0.1091,21.88,6.72,28.61,-0.0487976082929061,0.186943504909373,1.39031188684867,-0.0798623477930027,-0.524353154997899,-0.178314007749864,-0.515358483983375,0.950387191505613,-0.402849132635594,0.535147483827906,2.39727437418346,-0.161370771180278,-0.321852664412352,0.0127431077671965,0.349536146083953,0.7876423968746,-0.0361729082351324,0.455487753514302,0.561313470058365,1.55235119147339,-0.0312421058156972,-0.123965215213338,-0.631552295074705,-0.47509828989898,-0.541576301258625,3.3860134546992,3.63062016131873,4.17581923276441,-0.47713079254461,-0.363789147038891,-0.77154805282316,-0.378306112457859,-0.513269664072685
